playId,gameId,run_type
3177,2022091108,Inside Zone
3251,2022091108,Trick Play
863,2022091109,Jet Sweep
957,2022091109,Inside Zone
1499,2022091109,HB Toss
2267,2022091109,Inside Zone
2383,2022091109,Outside Zone
2941,2022091109,Inside Zone
3156,2022091109,Inside Zone
3208,2022091109,Inside Zone
3523,2022091109,QB Scramble
4117,2022091109,Outside Zone
4474,2022091109,Inside Zone
347,2022091110,Broken Play
379,2022091110,QB Scramble
460,2022091110,Inside Zone
1047,2022091110,Inside Zone
1494,2022091110,Counter
2744,2022091110,QB Scramble
3471,2022091110,Inside Zone
499,2022091111,Power
1612,2022091111,Outside Zone
1706,2022091111,Inside Zone
2946,2022091111,Jet Sweep
2967,2022091111,Inside Zone
3554,2022091111,Outside Zone
1260,2022091112,Inside Zone
2225,2022091112,Outside Zone
2294,2022091112,HB Sweep
2981,2022091112,Inside Zone
3416,2022091112,Outside Zone
3589,2022091112,Inside Zone
179,2022091113,HB Toss
246,2022091113,Read Option (QB Keep)
444,2022091113,Inside Zone
489,2022091113,Inside Zone
510,2022091113,Inside Zone
1059,2022091113,Jet Sweep
1415,2022091113,Inside Zone
1566,2022091113,Read Option (QB Keep)
1984,2022091113,NA
2180,2022091113,NA
2262,2022091113,NA
2377,2022091113,Inside Zone
3642,2022091113,NA
741,2022091200,Outside Zone
2292,2022091200,Outside Zone
2613,2022091200,Outside Zone
1279,2022091500,Outside Zone
1410,2022091500,Counter
1577,2022091500,Inside Zone
2025,2022091500,HB Toss
2046,2022091500,Power
3224,2022091500,Inside Zone
165,2022091800,Outside Zone
645,2022091800,Inside Zone
785,2022091800,Power
1401,2022091800,Outside Zone
2172,2022091800,Reverse
3179,2022091800,Power
577,2022091801,Reverse
645,2022091801,QB Scramble
885,2022091801,HB Toss
1112,2022091801,Inside Zone
1391,2022091801,HB Toss
1568,2022091801,Outside Zone
2138,2022091801,Jet Sweep
2972,2022091801,QB Scramble
3016,2022091801,Outside Zone
3462,2022091801,Outside Zone
203,2022091802,HB Sweep
567,2022091802,Inside Zone
880,2022091802,Outside Zone
1282,2022091802,Inside Zone
1670,2022091802,Outside Zone
2064,2022091802,Inside Zone
2330,2022091802,Outside Zone
2585,2022091802,Inside Zone
2922,2022091802,Jet Sweep
2969,2022091802,Outside Zone
3019,2022091802,Reverse
3194,2022091802,Counter
3241,2022091802,Outside Zone
3603,2022091802,QB Scramble
240,2022091803,HB Toss
495,2022091803,RB Swing
1840,2022091803,HB Toss
2395,2022091803,Inside Zone
3247,2022091803,Read Option (QB Keep)
3396,2022091803,HB Toss
80,2022091804,Power
450,2022091804,Counter
531,2022091804,Inside Zone
1609,2022091804,Inside Zone
2685,2022091804,Power
2847,2022091804,Inside Zone
3308,2022091804,Outside Zone
465,2022091805,Inside Zone
616,2022091805,Counter
697,2022091805,Inside Zone
718,2022091805,Inside Zone
823,2022091805,HB Toss
954,2022091805,Power
1296,2022091805,Inside Zone
1629,2022091805,Read Option (QB Keep)
2088,2022091805,Power
2675,2022091805,Inside Zone
2876,2022091805,Inside Zone
3181,2022091805,Counter
3313,2022091805,Inside Zone
253,2022091806,Counter
2103,2022091806,Power
2789,2022091806,Jet Sweep
2884,2022091806,Outside Zone
3338,2022091806,Outside Zone
80,2022091807,Inside Zone
212,2022091807,Inside Zone
488,2022091807,Outside Zone
533,2022091807,Inside Zone
926,2022091807,Outside Zone
1083,2022091807,Outside Zone
1196,2022091807,Inside Zone
2396,2022091807,Inside Zone
2706,2022091807,HB Toss
2881,2022091807,Outside Zone
3022,2022091807,Outside Zone
3189,2022091807,HB Toss
3518,2022091807,Inside Zone
3569,2022091807,Outside Zone
122,2022091808,Outside Zone
199,2022091808,Inside Zone
1148,2022091808,HB Toss
1494,2022091808,Inside Zone
2287,2022091808,Outside Zone
630,2022091809,Inside Zone
1360,2022091809,Counter
2445,2022091809,Inside Zone
3158,2022091809,Counter
3203,2022091809,Inside Zone
215,2022091810,HB Toss
2511,2022091810,Outside Zone
2605,2022091810,Power
2764,2022091810,Inside Zone
2785,2022091810,HB Toss
2830,2022091810,Outside Zone
2964,2022091810,Outside Zone
3277,2022091810,Inside Zone
3667,2022091810,Outside Zone
227,2022091811,Outside Zone
2631,2022091811,HB Toss
2892,2022091811,Read Option (QB Keep)
4345,2022091811,Read Option (QB Keep)
504,2022091812,HB Toss
599,2022091812,Inside Zone
1401,2022091812,HB Toss
1603,2022091812,Outside Zone
1624,2022091812,Inside Zone
2129,2022091812,Outside Zone
2150,2022091812,Counter
2382,2022091812,Power
2641,2022091812,HB Toss
2831,2022091812,QB Scramble
3047,2022091812,Outside Zone
3298,2022091812,Outside Zone
1116,2022091900,HB Toss
2828,2022091900,Inside Zone
3577,2022091900,Inside Zone
3671,2022091900,Outside Zone
3732,2022091900,Outside Zone
237,2022091901,QB Scramble
1156,2022091901,HB Sweep
2635,2022091901,QB Scramble
2685,2022091901,Counter
3599,2022091901,Inside Zone
214,2022092200,Inside Zone
622,2022092200,Power
1052,2022092200,Counter
1232,2022092200,Power
1398,2022092200,Inside Zone
1419,2022092200,Counter
1686,2022092200,Inside Zone
1707,2022092200,Inside Zone
1735,2022092200,Inside Zone
2537,2022092200,Counter
3007,2022092200,Counter
3093,2022092200,Outside Zone
3114,2022092200,Inside Zone
3200,2022092200,Power
87,2022092500,HB Toss
454,2022092500,Power
586,2022092500,Outside Zone
2173,2022092500,Power
134,2022092501,Outside Zone
417,2022092501,Counter
481,2022092501,Inside Zone
531,2022092501,Inside Zone
612,2022092501,Counter
745,2022092501,HB Toss
979,2022092501,Counter
1122,2022092501,Inside Zone
1278,2022092501,HB Sweep
1475,2022092501,Inside Zone
1496,2022092501,HB Sweep
2108,2022092501,Outside Zone
2236,2022092501,Inside Zone
2585,2022092501,Outside Zone
2606,2022092501,Outside Zone
2816,2022092501,Power
2837,2022092501,Inside Zone
3182,2022092501,Jet Sweep
86,2022092502,Inside Zone
182,2022092502,Inside Zone
870,2022092502,Inside Zone
1469,2022092502,Inside Zone
2337,2022092502,QB Scramble
2632,2022092502,Inside Zone
2653,2022092502,Outside Zone
3662,2022092502,Inside Zone
143,2022092503,HB Toss
1405,2022092503,Power
1670,2022092503,Inside Zone
2352,2022092503,QB Scramble
2517,2022092503,Inside Zone
3688,2022092503,Inside Zone
63,2022092504,Counter
691,2022092504,Inside Zone
712,2022092504,Inside Zone
779,2022092504,Power
1130,2022092504,Inside Zone
1151,2022092504,Inside Zone
1549,2022092504,Inside Zone
2260,2022092504,Inside Zone
2281,2022092504,Inside Zone
2302,2022092504,QB Scramble
2402,2022092504,Inside Zone
2639,2022092504,Counter
3192,2022092504,Inside Zone
3452,2022092504,Outside Zone
3660,2022092504,Inside Zone
3778,2022092504,Power
3799,2022092504,Inside Zone
4067,2022092504,Counter
633,2022092505,Counter
1001,2022092505,HB Toss
1326,2022092505,Inside Zone
1600,2022092505,Read Option (QB Keep)
2072,2022092505,Counter
2627,2022092505,Counter
2867,2022092505,QB Scramble
3252,2022092505,Power
3416,2022092505,HB Toss
3560,2022092505,Counter
1185,2022092506,Outside Zone
1434,2022092506,Inside Zone
3724,2022092506,Outside Zone
3929,2022092506,Outside Zone
4138,2022092506,Outside Zone
1254,2022092507,Inside Zone
1914,2022092507,Inside Zone
1967,2022092507,HB Sweep
2600,2022092507,Outside Zone
2731,2022092507,Inside Zone
2832,2022092507,HB Toss
580,2022092508,Counter
625,2022092508,Inside Zone
720,2022092508,Inside Zone
1067,2022092508,Counter
1088,2022092508,QB Scramble
1422,2022092508,Jet Sweep
2154,2022092508,Broken Play
2409,2022092508,Inside Zone
2804,2022092508,Inside Zone
3155,2022092508,Outside Zone
3195,2022092508,QB Scramble
3644,2022092508,Power
3665,2022092508,Read Option (QB Keep)
213,2022092509,Outside Zone
765,2022092509,Outside Zone
786,2022092509,QB Scramble
1241,2022092509,Power
2829,2022092509,Read Option (QB Keep)
2997,2022092509,Outside Zone
504,2022092510,Outside Zone
603,2022092510,HB Toss
1683,2022092510,Power
2583,2022092510,Inside Zone
3101,2022092510,Power
3686,2022092510,QB Scramble
3752,2022092510,QB Scramble
55,2022092511,Outside Zone
352,2022092511,Counter
791,2022092511,QB Scramble
1289,2022092511,Outside Zone
1413,2022092511,Inside Zone
1670,2022092511,Outside Zone
2181,2022092511,Outside Zone
2520,2022092511,Jet Sweep
2541,2022092511,Outside Zone
2772,2022092511,Outside Zone
3236,2022092511,Power
78,2022092512,Counter
99,2022092512,Counter
194,2022092512,Counter
470,2022092512,Counter
944,2022092512,HB Toss
1257,2022092512,Inside Zone
1778,2022092512,HB Sweep
1855,2022092512,Counter
1876,2022092512,Counter
2299,2022092512,HB Sweep
2498,2022092512,HB Toss
603,2022092513,HB Toss
635,2022092513,Counter
736,2022092513,Inside Zone
798,2022092513,HB Toss
843,2022092513,HB Toss
1434,2022092513,HB Toss
2225,2022092513,HB Toss
3257,2022092513,HB Toss
3589,2022092513,Inside Zone
3814,2022092513,HB Toss
617,2022092600,Power
934,2022092600,Jet Sweep
1514,2022092600,HB Toss
1557,2022092600,Outside Zone
1604,2022092600,Outside Zone
2318,2022092600,Outside Zone
2495,2022092600,Inside Zone
251,2022092900,Power
615,2022092900,RB Swing
639,2022092900,Outside Zone
883,2022092900,Counter
1132,2022092900,HB Toss
1233,2022092900,HB Sweep
2469,2022092900,HB Toss
2779,2022092900,Power
2896,2022092900,Inside Zone
3329,2022092900,HB Toss
678,2022100200,Counter
864,2022100200,Inside Zone
1162,2022100200,Power
2467,2022100200,Outside Zone
2488,2022100200,Outside Zone
3139,2022100200,Power
3349,2022100200,Outside Zone
200,2022100201,Inside Zone
655,2022100201,Inside Zone
716,2022100201,HB Toss
895,2022100201,Counter
1064,2022100201,Power
1797,2022100201,Inside Zone
1881,2022100201,Counter
2105,2022100201,Inside Zone
2231,2022100201,Read Option (QB Keep)
2471,2022100201,HB Toss
2492,2022100201,Inside Zone
2513,2022100201,Outside Zone
2642,2022100201,Inside Zone
2753,2022100201,Counter
2922,2022100201,Outside Zone
3001,2022100201,Outside Zone
3255,2022100201,HB Sweep
3434,2022100201,Outside Zone
245,2022100202,Outside Zone
988,2022100202,Counter
1894,2022100202,Inside Zone
2373,2022100202,QB Scramble
2913,2022100202,Counter
3405,2022100202,Inside Zone
326,2022100203,Read Option (QB Keep)
530,2022100203,HB Toss
937,2022100203,Read Option (QB Keep)
1443,2022100203,Inside Zone
2292,2022100203,Outside Zone
2398,2022100203,Outside Zone
2842,2022100203,QB Scramble
2928,2022100203,Inside Zone
3079,2022100203,HB Sweep
244,2022100204,Outside Zone
1022,2022100204,Power
1745,2022100204,Outside Zone
2539,2022100204,Inside Zone
2606,2022100204,Outside Zone
3062,2022100204,Outside Zone
3240,2022100204,Outside Zone
3540,2022100204,Outside Zone
3974,2022100204,Broken Play
87,2022100205,Outside Zone
282,2022100205,Counter
443,2022100205,Inside Zone
820,2022100205,HB Toss
1133,2022100205,Counter
1243,2022100205,Outside Zone
1264,2022100205,Jet Sweep
1306,2022100205,Counter
1497,2022100205,Counter
1547,2022100205,Counter
1793,2022100205,Outside Zone
1960,2022100205,Inside Zone
2065,2022100205,Power
2356,2022100205,HB Toss
2986,2022100205,Inside Zone
3503,2022100205,Inside Zone
3693,2022100205,Power
56,2022100206,Power
260,2022100206,Inside Zone
484,2022100206,Inside Zone
568,2022100206,Power
593,2022100206,Outside Zone
856,2022100206,Inside Zone
917,2022100206,HB Toss
1131,2022100206,HB Toss
1653,2022100206,Inside Zone
1674,2022100206,Inside Zone
2176,2022100206,HB Toss
2702,2022100206,HB Toss
3306,2022100206,HB Sweep
77,2022100207,Inside Zone
120,2022100207,Inside Zone
165,2022100207,Inside Zone
186,2022100207,Power
832,2022100207,Outside Zone
1137,2022100207,Inside Zone
1202,2022100207,HB Toss
2288,2022100207,Inside Zone
2356,2022100207,Inside Zone
2422,2022100207,Inside Zone
3211,2022100207,Inside Zone
56,2022100208,Outside Zone
256,2022100208,Outside Zone
431,2022100208,Inside Zone
452,2022100208,Read Option (QB Keep)
473,2022100208,Outside Zone
605,2022100208,Power
1067,2022100208,HB Toss
1164,2022100208,Inside Zone
1242,2022100208,Inside Zone
1327,2022100208,Inside Zone
2085,2022100208,Inside Zone
2543,2022100208,QB Scramble
2984,2022100208,Read Option (QB Keep)
3184,2022100208,QB Scramble
3340,2022100208,Outside Zone
3626,2022100208,Inside Zone
501,2022100209,Counter
617,2022100209,HB Sweep
1182,2022100209,Outside Zone
1431,2022100209,Inside Zone
1476,2022100209,Inside Zone
1560,2022100209,Inside Zone
2315,2022100209,Outside Zone
2431,2022100209,HB Sweep
2563,2022100209,Read Option (QB Keep)
2584,2022100209,Inside Zone
2631,2022100209,Inside Zone
2652,2022100209,Inside Zone
2673,2022100209,Inside Zone
3053,2022100209,Outside Zone
3175,2022100209,Inside Zone
3445,2022100209,Inside Zone
941,2022100210,Inside Zone
1039,2022100210,HB Toss
2462,2022100210,Counter
4066,2022100210,Inside Zone
150,2022100211,Outside Zone
685,2022100211,Outside Zone
798,2022100211,Inside Zone
819,2022100211,Inside Zone
1244,2022100211,Power
1265,2022100211,Reverse
1565,2022100211,Inside Zone
1593,2022100211,Inside Zone
1944,2022100211,HB Toss
2277,2022100211,Outside Zone
2457,2022100211,Inside Zone
2523,2022100211,Inside Zone
2635,2022100211,Counter
2679,2022100211,Inside Zone
2751,2022100211,Outside Zone
2949,2022100211,Inside Zone
3449,2022100211,Outside Zone
3823,2022100211,Outside Zone
3987,2022100211,Outside Zone
349,2022100212,HB Toss
1525,2022100212,Counter
1549,2022100212,Outside Zone
1840,2022100212,QB Scramble
2007,2022100212,Outside Zone
2094,2022100212,Counter
2686,2022100212,Inside Zone
3477,2022100212,HB Toss
3498,2022100212,Inside Zone
527,2022100213,Outside Zone
593,2022100213,Read Option (QB Keep)
669,2022100213,Power
857,2022100213,HB Toss
942,2022100213,Counter
1042,2022100213,Counter
1531,2022100213,Counter
3603,2022100213,Counter
3871,2022100213,Inside Zone
4036,2022100213,Outside Zone
251,2022100300,Inside Zone
367,2022100300,Inside Zone
799,2022100300,HB Toss
892,2022100300,Counter
2385,2022100300,HB Toss
2714,2022100300,Outside Zone
3020,2022100300,Power
90,2022100600,Counter
810,2022100600,Outside Zone
831,2022100600,HB Toss
2657,2022100600,Reverse
2699,2022100600,Inside Zone
3576,2022100600,Inside Zone
3744,2022100600,Power
1088,2022100900,HB Toss
2396,2022100900,Counter
2687,2022100900,HB Toss
3183,2022100900,Read Option (QB Keep)
344,2022100901,HB Toss
534,2022100901,Inside Zone
816,2022100901,HB Toss
1128,2022100901,Inside Zone
2463,2022100901,Counter
2519,2022100901,HB Sweep
2642,2022100901,Outside Zone
102,2022100902,Inside Zone
601,2022100902,Power
1100,2022100902,Power
1368,2022100902,Counter
1411,2022100902,Outside Zone
1723,2022100902,Outside Zone
1970,2022100902,Counter
2089,2022100902,Outside Zone
2778,2022100902,Power
3017,2022100902,Outside Zone
3062,2022100902,Counter
3381,2022100902,Outside Zone
3552,2022100902,HB Sweep
3573,2022100902,Outside Zone
3687,2022100902,HB Sweep
3773,2022100902,Outside Zone
4076,2022100902,Outside Zone
265,2022100903,Counter
286,2022100903,Outside Zone
369,2022100903,Outside Zone
529,2022100903,Inside Zone
709,2022100903,Counter
886,2022100903,Outside Zone
1018,2022100903,Outside Zone
1346,2022100903,Inside Zone
1367,2022100903,Inside Zone
2177,2022100903,Reverse
2290,2022100903,HB Toss
2422,2022100903,HB Toss
2512,2022100903,Outside Zone
3245,2022100903,HB Toss
3292,2022100903,Outside Zone
781,2022100904,Inside Zone
1562,2022100904,HB Toss
2426,2022100904,Outside Zone
2532,2022100904,Outside Zone
2740,2022100904,Read Option (QB Keep)
2824,2022100904,Outside Zone
3150,2022100904,Inside Zone
3463,2022100904,QB Scramble
3585,2022100904,Outside Zone
538,2022100905,Outside Zone
860,2022100905,Outside Zone
886,2022100905,Inside Zone
1320,2022100905,Counter
1409,2022100905,Outside Zone
1825,2022100905,Inside Zone
2898,2022100905,HB Sweep
3561,2022100905,Inside Zone
717,2022100906,Counter
1301,2022100906,Outside Zone
1739,2022100906,HB Toss
2324,2022100906,Power
2763,2022100906,Power
3633,2022100906,Inside Zone
3748,2022100906,QB Scramble
3842,2022100906,Counter
4041,2022100906,Counter
