"fitting_safety_tackle","nflId","club","gameId","playId","diff_pred_safety_tackle_prob","event_sequence"
0,49410,"ARI",2022110608,91,0.00261451094411314,"ball_snap to handoff"
0,49410,"ARI",2022110608,91,0.00394392409361899,"handoff to first contact"
0,49410,"ARI",2022110608,91,0.0410735877230763,"first contact to tackle"
0,47804,"GB",2022092512,99,0.0174052324146032,"ball_snap to handoff"
0,47804,"GB",2022092512,99,0.0343414433300495,"handoff to first contact"
0,47804,"GB",2022092512,99,-0.0384059622883797,"first contact to tackle"
0,47974,"PHI",2022110300,100,0.270892683416605,"ball_snap to handoff"
0,47974,"PHI",2022110300,100,-0.0494687855243683,"handoff to first contact"
0,47974,"PHI",2022110300,100,-0.24261311814189,"first contact to tackle"
1,47843,"LAC",2022110600,101,-0.296867430210114,"ball_snap to handoff"
1,47843,"LAC",2022110600,101,0.445820152759552,"handoff to first contact"
1,47843,"LAC",2022110600,101,-0.0223644375801086,"first contact to tackle"
1,46086,"LAC",2022100902,102,-0.00136983394622803,"ball_snap to handoff"
1,46086,"LAC",2022100902,102,-0.0577259659767151,"handoff to first contact"
1,46086,"LAC",2022100902,102,0.101276397705078,"first contact to tackle"
1,54513,"CHI",2022103002,106,-0.0796050131320953,"ball_snap to handoff"
1,54513,"CHI",2022103002,106,-0.0994840264320374,"handoff to first contact"
1,54513,"CHI",2022103002,106,0.367407292127609,"first contact to tackle"
0,53469,"ATL",2022103001,111,0.00172769604250789,"ball_snap to handoff"
0,53469,"ATL",2022103001,111,0.412550958804786,"handoff to first contact"
0,53469,"ATL",2022103001,111,-0.32866108417511,"first contact to tackle"
0,43757,"TEN",2022100207,120,0.017205685377121,"ball_snap to handoff"
0,43757,"TEN",2022100207,120,0.0597761645913124,"handoff to first contact"
0,43757,"TEN",2022100207,120,0.0176345780491829,"first contact to tackle"
0,44873,"SEA",2022091808,122,-0.00217109289951622,"ball_snap to handoff"
0,44873,"SEA",2022091808,122,0.00378487887792289,"handoff to first contact"
0,44873,"SEA",2022091808,122,0.0151736461557448,"first contact to tackle"
0,48026,"LA",2022101608,128,0.051669143140316,"ball_snap to handoff"
0,48026,"LA",2022101608,128,0.0180635377764702,"handoff to first contact"
0,48026,"LA",2022101608,128,-0.0185968726873398,"first contact to tackle"
0,42488,"WAS",2022110607,132,0.156969361007214,"ball_snap to handoff"
0,42488,"WAS",2022110607,132,-0.0907906293869019,"handoff to first contact"
0,42488,"WAS",2022110607,132,-0.132842980325222,"first contact to tackle"
0,54502,"HOU",2022092501,134,0.247728161513805,"ball_snap to handoff"
0,54502,"HOU",2022092501,134,0.10643258690834,"handoff to first contact"
0,54502,"HOU",2022092501,134,-0.294481202960014,"first contact to tackle"
0,52478,"MIA",2022092503,143,0,"ball_snap to handoff"
0,52478,"MIA",2022092503,143,-0.0892269425094128,"handoff to first contact"
0,52478,"MIA",2022092503,143,0,"first contact to tackle"
0,44925,"CHI",2022091102,145,0.012297734618187,"ball_snap to handoff"
0,44925,"CHI",2022091102,145,-0.210680374875665,"handoff to first contact"
0,44925,"CHI",2022091102,145,-0.0107410978525877,"first contact to tackle"
0,48026,"LA",2022090800,146,0.0161826312541962,"ball_snap to handoff"
0,48026,"LA",2022090800,146,0.0155017543584108,"handoff to first contact"
0,48026,"LA",2022090800,146,0.0702288821339607,"first contact to tackle"
0,43350,"CIN",2022101605,147,-0.0229399502277374,"ball_snap to handoff"
0,43350,"CIN",2022101605,147,-0.075849175453186,"handoff to first contact"
0,43350,"CIN",2022101605,147,-0.0255475789308548,"first contact to tackle"
0,45004,"CAR",2022091101,158,-0.0147716049104929,"ball_snap to handoff"
0,45004,"CAR",2022091101,158,0.182414004579186,"handoff to first contact"
0,45004,"CAR",2022091101,158,-0.109225325286388,"first contact to tackle"
0,44854,"BAL",2022091800,165,0.13019151147455,"ball_snap to handoff"
0,44854,"BAL",2022091800,165,-0.114878447726369,"handoff to first contact"
0,44854,"BAL",2022091800,165,-0.00472312979400158,"first contact to tackle"
0,43353,"TEN",2022100207,165,0.033250879496336,"ball_snap to handoff"
0,43353,"TEN",2022100207,165,-0.0285026505589485,"handoff to first contact"
0,43353,"TEN",2022100207,165,0.0080944150686264,"first contact to tackle"
1,40017,"NO",2022110700,167,-0.117392957210541,"ball_snap to handoff"
1,40017,"NO",2022110700,167,0.146165370941162,"handoff to first contact"
1,40017,"NO",2022110700,167,-0.0387039184570312,"first contact to tackle"
1,47844,"LA",2022103010,172,-0.103892028331757,"ball_snap to handoff"
1,47844,"LA",2022103010,172,-0.150257021188736,"handoff to first contact"
1,47844,"LA",2022103010,172,0.421145528554916,"first contact to tackle"
0,47810,"LV",2022110604,173,-0.0220693722367287,"ball_snap to handoff"
0,47810,"LV",2022110604,173,0.129258617758751,"handoff to first contact"
0,47810,"LV",2022110604,173,-0.0365221425890923,"first contact to tackle"
0,38843,"IND",2022103009,176,-0.0780183374881744,"ball_snap to handoff"
0,38843,"IND",2022103009,176,-0.117790773510933,"handoff to first contact"
0,38843,"IND",2022103009,176,0.0316295102238655,"first contact to tackle"
0,40031,"TB",2022091113,179,0.0026217307895422,"ball_snap to handoff"
0,40031,"TB",2022091113,179,0.0320599861443043,"handoff to first contact"
0,40031,"TB",2022091113,179,0.0628491826355457,"first contact to tackle"
0,46137,"KC",2022092502,182,0.0489902719855309,"ball_snap to handoff"
0,46137,"KC",2022092502,182,-0.113798333331943,"handoff to first contact"
0,46137,"KC",2022092502,182,-0.0110201044008136,"first contact to tackle"
0,43757,"TEN",2022100207,186,-0.0259076468646526,"ball_snap to handoff"
0,43757,"TEN",2022100207,186,-0.0266935937106609,"handoff to first contact"
0,43757,"TEN",2022100207,186,0.0378360450267792,"first contact to tackle"
0,42901,"ATL",2022103001,189,0.00227875076234341,"ball_snap to handoff"
0,42901,"ATL",2022103001,189,0.202834730967879,"handoff to first contact"
0,42901,"ATL",2022103001,189,-0.155749067664146,"first contact to tackle"
0,48026,"LA",2022103010,193,0.0970557406544685,"ball_snap to handoff"
0,48026,"LA",2022103010,193,0.25579085201025,"handoff to first contact"
0,48026,"LA",2022103010,193,-0.277786284685135,"first contact to tackle"
0,42485,"GB",2022092512,194,0.0331436330452561,"ball_snap to handoff"
0,42485,"GB",2022092512,194,-0.00605367682874203,"handoff to first contact"
0,42485,"GB",2022092512,194,0.0770733747631311,"first contact to tackle"
0,46086,"LAC",2022110600,194,-0.00697509257588536,"ball_snap to handoff"
0,46086,"LAC",2022110600,194,0.0468063025036827,"handoff to first contact"
0,46086,"LAC",2022110600,194,0.165207590907812,"first contact to tackle"
0,52445,"NE",2022102400,196,-0.0219489824958146,"ball_snap to handoff"
0,52445,"NE",2022102400,196,-0.00234547164291143,"handoff to first contact"
0,52445,"NE",2022102400,196,0.250435022171587,"first contact to tackle"
1,44873,"SEA",2022091808,199,0,"ball_snap to handoff"
1,44873,"SEA",2022091808,199,-0.401099920272827,"handoff to first contact"
1,44873,"SEA",2022091808,199,0,"first contact to tackle"
0,52542,"ATL",2022100201,200,0.0778015420073643,"ball_snap to handoff"
0,52542,"ATL",2022100201,200,-0.0200298875570297,"handoff to first contact"
0,52542,"ATL",2022100201,200,-0.0412934944033623,"first contact to tackle"
0,46151,"DET",2022091802,203,0.0183041617274284,"ball_snap to handoff"
0,46151,"DET",2022091802,203,-0.0117180868983269,"handoff to first contact"
0,46151,"DET",2022091802,203,0.351730592548847,"first contact to tackle"
0,48026,"LA",2022091807,212,0.00872450694441795,"ball_snap to handoff"
0,48026,"LA",2022091807,212,-0.00546019524335861,"handoff to first contact"
0,48026,"LA",2022091807,212,0.0217954609543085,"first contact to tackle"
0,52472,"CAR",2022091101,213,0.0504130423069,"ball_snap to handoff"
0,52472,"CAR",2022091101,213,-0.0361993908882141,"handoff to first contact"
0,52472,"CAR",2022091101,213,-0.095866184681654,"first contact to tackle"
1,44926,"JAX",2022092509,213,0.0548692643642426,"ball_snap to handoff"
1,44926,"JAX",2022092509,213,0.349099099636078,"handoff to first contact"
1,44926,"JAX",2022092509,213,-0.397760182619095,"first contact to tackle"
1,52452,"CLE",2022092200,214,-0.145614057779312,"ball_snap to handoff"
1,52452,"CLE",2022092200,214,0.266875416040421,"handoff to first contact"
1,52452,"CLE",2022092200,214,0.00556665658950806,"first contact to tackle"
0,54502,"HOU",2022091810,215,0,"ball_snap to handoff"
0,54502,"HOU",2022091810,215,0.0233634412288666,"handoff to first contact"
0,54502,"HOU",2022091810,215,0,"first contact to tackle"
0,47888,"PHI",2022110300,221,0.018897834001109,"ball_snap to handoff"
0,47888,"PHI",2022110300,221,0.00411952659487724,"handoff to first contact"
0,47888,"PHI",2022110300,221,-0.0163563555106521,"first contact to tackle"
0,49410,"ARI",2022091811,227,-0.00529376417398453,"ball_snap to handoff"
0,49410,"ARI",2022091811,227,-0.0613169297575951,"handoff to first contact"
0,49410,"ARI",2022091811,227,-0.00374994426965714,"first contact to tackle"
0,45004,"CAR",2022110602,230,0.237009361386299,"ball_snap to handoff"
0,45004,"CAR",2022110602,230,-0.267617225646973,"handoff to first contact"
0,45004,"CAR",2022110602,230,-0.00781616941094398,"first contact to tackle"
0,46080,"PIT",2022102311,235,0.0221310965716839,"ball_snap to handoff"
0,46080,"PIT",2022102311,235,0.04753477871418,"handoff to first contact"
0,46080,"PIT",2022102311,235,0.0304415002465248,"first contact to tackle"
0,54561,"IND",2022091803,240,0.304952137172222,"ball_snap to handoff"
0,54561,"IND",2022091803,240,-0.256351813673973,"handoff to first contact"
0,54561,"IND",2022091803,240,-0.120682142674923,"first contact to tackle"
1,52453,"TB",2022100908,242,0.150510966777802,"ball_snap to handoff"
1,52453,"TB",2022100908,242,0.194342076778412,"handoff to first contact"
1,52453,"TB",2022100908,242,0.000549733638763428,"first contact to tackle"
0,47844,"LA",2022103010,243,-0.0433647036552429,"ball_snap to handoff"
0,47844,"LA",2022103010,243,0.0540978759527206,"handoff to first contact"
0,47844,"LA",2022103010,243,-0.035025455057621,"first contact to tackle"
0,53656,"DAL",2022100204,244,0,"ball_snap to handoff"
0,53656,"DAL",2022100204,244,0.144262388348579,"handoff to first contact"
0,53656,"DAL",2022100204,244,0,"first contact to tackle"
0,44999,"BAL",2022100202,245,0,"ball_snap to handoff"
0,44999,"BAL",2022100202,245,0.0363399684429169,"handoff to first contact"
0,44999,"BAL",2022100202,245,0,"first contact to tackle"
1,47810,"LV",2022110604,245,-0.273702055215836,"ball_snap to handoff"
1,47810,"LV",2022110604,245,0.252330034971237,"handoff to first contact"
1,47810,"LV",2022110604,245,-0.411885052919388,"first contact to tackle"
0,47882,"TB",2022091113,246,0.0655884221196175,"ball_snap to handoff"
0,47882,"TB",2022091113,246,-0.0174469202756882,"handoff to first contact"
0,47882,"TB",2022091113,246,0.0869642794132233,"first contact to tackle"
0,54513,"CHI",2022101300,249,0.0290272571146488,"ball_snap to handoff"
0,54513,"CHI",2022101300,249,0.0744527354836464,"handoff to first contact"
0,54513,"CHI",2022101300,249,0.18216697871685,"first contact to tackle"
0,45004,"CAR",2022091101,251,-0.00697372853755951,"ball_snap to handoff"
0,45004,"CAR",2022091101,251,-0.111409085802734,"handoff to first contact"
0,45004,"CAR",2022091101,251,0.101350876502693,"first contact to tackle"
1,42390,"MIA",2022092900,251,-0.204493224620819,"ball_snap to handoff"
1,42390,"MIA",2022092900,251,-0.159005343914032,"handoff to first contact"
1,42390,"MIA",2022092900,251,0.228059411048889,"first contact to tackle"
0,53609,"SF",2022100300,251,-0.0541509687900543,"ball_snap to handoff"
0,53609,"SF",2022100300,251,-0.0390778593719006,"handoff to first contact"
0,53609,"SF",2022100300,251,-0.0223562624305487,"first contact to tackle"
0,46080,"PIT",2022091806,253,-0.049222432076931,"ball_snap to handoff"
0,46080,"PIT",2022091806,253,0.218439094722271,"handoff to first contact"
0,46080,"PIT",2022091806,253,-0.150073692202568,"first contact to tackle"
0,47891,"NYG",2022100208,256,0.198157820850611,"ball_snap to handoff"
0,47891,"NYG",2022100208,256,-0.145195029675961,"handoff to first contact"
0,47891,"NYG",2022100208,256,-0.0474428050220013,"first contact to tackle"
0,46086,"LAC",2022100206,260,0.0189271494746208,"ball_snap to handoff"
0,46086,"LAC",2022100206,260,0.280878383666277,"handoff to first contact"
0,46086,"LAC",2022100206,260,-0.165135309100151,"first contact to tackle"
0,44926,"JAX",2022100903,265,0.0772941820323467,"ball_snap to handoff"
0,44926,"JAX",2022100903,265,-0.0215586423873901,"handoff to first contact"
0,44926,"JAX",2022100903,265,0.0511084124445915,"first contact to tackle"
1,43350,"CIN",2022100913,267,0.126312673091888,"ball_snap to handoff"
1,43350,"CIN",2022100913,267,-0.461018413305283,"handoff to first contact"
1,43350,"CIN",2022100913,267,0.580831378698349,"first contact to tackle"
0,54513,"CHI",2022101300,270,-0.0564573556184769,"ball_snap to handoff"
0,54513,"CHI",2022101300,270,-0.0817003324627876,"handoff to first contact"
0,54513,"CHI",2022101300,270,0.0310311764478683,"first contact to tackle"
0,47844,"LA",2022110609,271,-0.00530325621366501,"ball_snap to handoff"
0,47844,"LA",2022110609,271,-0.0738708130083978,"handoff to first contact"
0,47844,"LA",2022110609,271,0.00199524406343699,"first contact to tackle"
0,46097,"PIT",2022091103,274,0.139809250831604,"ball_snap to handoff"
0,46097,"PIT",2022091103,274,0.133945554494858,"handoff to first contact"
0,46097,"PIT",2022091103,274,-0.292088322341442,"first contact to tackle"
0,52478,"MIA",2022100907,274,-0.0517499521374702,"ball_snap to handoff"
0,52478,"MIA",2022100907,274,-0.0106966309249401,"handoff to first contact"
0,52478,"MIA",2022100907,274,0.0105847455561161,"first contact to tackle"
0,42488,"WAS",2022100909,280,0.10911035258323,"ball_snap to handoff"
0,42488,"WAS",2022100909,280,-0.067673496901989,"handoff to first contact"
0,42488,"WAS",2022100909,280,0.0560455024242401,"first contact to tackle"
0,54562,"DET",2022100205,282,-0.0254641808569431,"ball_snap to handoff"
0,54562,"DET",2022100205,282,0.0553318075835705,"handoff to first contact"
0,54562,"DET",2022100205,282,-0.0271271914243698,"first contact to tackle"
0,46711,"SEA",2022102309,283,0.0927872527390718,"ball_snap to handoff"
0,46711,"SEA",2022102309,283,0.0231706649065018,"handoff to first contact"
0,46711,"SEA",2022102309,283,-0.0528634041547775,"first contact to tackle"
1,44926,"JAX",2022100903,286,-0.313180029392242,"ball_snap to handoff"
1,44926,"JAX",2022100903,286,-0.290409415960312,"handoff to first contact"
1,44926,"JAX",2022100903,286,0.528405159711838,"first contact to tackle"
0,40166,"BUF",2022101610,290,-0.0181997641921043,"ball_snap to handoff"
0,40166,"BUF",2022101610,290,-0.0357603598386049,"handoff to first contact"
0,40166,"BUF",2022101610,290,0.0190098974853754,"first contact to tackle"
0,47844,"LA",2022101608,294,0.12824334949255,"ball_snap to handoff"
0,47844,"LA",2022101608,294,-0.147004757076502,"handoff to first contact"
0,47844,"LA",2022101608,294,0.0998655445873737,"first contact to tackle"
1,47888,"PHI",2022101611,296,-0.125886559486389,"ball_snap to handoff"
1,47888,"PHI",2022101611,296,0.279981791973114,"handoff to first contact"
1,47888,"PHI",2022101611,296,-0.179984986782074,"first contact to tackle"
0,52542,"ATL",2022091100,301,0.12190493568778,"ball_snap to handoff"
0,52542,"ATL",2022091100,301,-0.00946624577045441,"handoff to first contact"
0,52542,"ATL",2022091100,301,-0.120192587375641,"first contact to tackle"
0,54513,"CHI",2022110601,304,-0.0142205525189638,"ball_snap to handoff"
0,54513,"CHI",2022110601,304,0.0354848224669695,"handoff to first contact"
0,54513,"CHI",2022110601,304,-0.0345350708812475,"first contact to tackle"
0,53609,"SF",2022102310,314,-0.00401071459054947,"ball_snap to handoff"
0,53609,"SF",2022102310,314,0.229487992823124,"handoff to first contact"
0,53609,"SF",2022102310,314,-0.234385699033737,"first contact to tackle"
0,46097,"PIT",2022091103,319,0.0660016182810068,"ball_snap to handoff"
0,46097,"PIT",2022091103,319,-0.0407473035156727,"handoff to first contact"
0,46097,"PIT",2022091103,319,-0.0156823359429836,"first contact to tackle"
0,38559,"MIN",2022101604,319,-0.112769722938538,"ball_snap to handoff"
0,38559,"MIN",2022101604,319,0.173595875501633,"handoff to first contact"
0,38559,"MIN",2022101604,319,0.217620506882668,"first contact to tackle"
1,47891,"NYG",2022103011,321,-0.26390153169632,"ball_snap to handoff"
1,47891,"NYG",2022103011,321,0.328240633010864,"handoff to first contact"
1,47891,"NYG",2022103011,321,-0.0197030901908875,"first contact to tackle"
1,52627,"BAL",2022102700,324,-0.265538275241852,"ball_snap to handoff"
1,52627,"BAL",2022102700,324,-0.117627322673798,"handoff to first contact"
1,52627,"BAL",2022102700,324,0.46894782781601,"first contact to tackle"
0,41270,"NYJ",2022091107,330,-0.0504833236336708,"ball_snap to handoff"
0,41270,"NYJ",2022091107,330,0.0991025790572166,"handoff to first contact"
0,41270,"NYJ",2022091107,330,0.0117475539445877,"first contact to tackle"
0,52445,"NE",2022091106,338,0.0743190925568342,"ball_snap to handoff"
0,52445,"NE",2022091106,338,0.0406297594308853,"handoff to first contact"
0,52445,"NE",2022091106,338,-0.0248458608984947,"first contact to tackle"
1,53641,"BUF",2022100901,344,-0.131737351417542,"ball_snap to handoff"
1,53641,"BUF",2022100901,344,0.500126004219055,"handoff to first contact"
1,53641,"BUF",2022100901,344,-0.33013129234314,"first contact to tackle"
0,44999,"BAL",2022102700,345,0.0305847115814686,"ball_snap to handoff"
0,44999,"BAL",2022102700,345,0.112493954598904,"handoff to first contact"
0,44999,"BAL",2022102700,345,-0.133696533739567,"first contact to tackle"
0,44837,"NE",2022102400,348,0.00655246898531914,"ball_snap to handoff"
0,44837,"NE",2022102400,348,-0.00385081768035889,"handoff to first contact"
0,44837,"NE",2022102400,348,0.0241078026592731,"first contact to tackle"
0,44873,"SEA",2022092511,352,0.0521628591232002,"ball_snap to handoff"
0,44873,"SEA",2022092511,352,0.0169284231960773,"handoff to first contact"
0,44873,"SEA",2022092511,352,-0.0639421492815018,"first contact to tackle"
1,38843,"IND",2022102305,359,-0.224126145243645,"ball_snap to handoff"
1,38843,"IND",2022102305,359,0.724330380558968,"handoff to first contact"
1,38843,"IND",2022102305,359,-0.0590326189994812,"first contact to tackle"
0,53609,"SF",2022100300,367,-0.00778066832572222,"ball_snap to handoff"
0,53609,"SF",2022100300,367,0.0766239473596215,"handoff to first contact"
0,53609,"SF",2022100300,367,-0.0465516075491905,"first contact to tackle"
1,46669,"HOU",2022100903,369,-0.0334354639053345,"ball_snap to handoff"
1,46669,"HOU",2022100903,369,-0.127723097801208,"handoff to first contact"
1,46669,"HOU",2022100903,369,-0.153043150901794,"first contact to tackle"
0,54513,"CHI",2022110601,373,-0.0317378611071035,"ball_snap to handoff"
0,54513,"CHI",2022110601,373,0.0212805465562269,"handoff to first contact"
0,54513,"CHI",2022110601,373,0.0457841083407402,"first contact to tackle"
1,53469,"ATL",2022101600,376,0.159533202648163,"ball_snap to handoff"
1,53469,"ATL",2022101600,376,-0.564819768071175,"handoff to first contact"
1,53469,"ATL",2022101600,376,0.497673526406288,"first contact to tackle"
1,46711,"SEA",2022110608,381,0.080341100692749,"ball_snap to handoff"
1,46711,"SEA",2022110608,381,-0.279528349637985,"handoff to first contact"
1,46711,"SEA",2022110608,381,0.266948908567429,"first contact to tackle"
0,44903,"CLE",2022102300,388,-0.0595454648137093,"ball_snap to handoff"
0,44903,"CLE",2022102300,388,0.110849879682064,"handoff to first contact"
0,44903,"CLE",2022102300,388,-0.165381383150816,"first contact to tackle"
0,47846,"KC",2022102310,389,-0.00560797937214375,"ball_snap to handoff"
0,47846,"KC",2022102310,389,-0.00158706912770867,"handoff to first contact"
0,47846,"KC",2022102310,389,0.0462363972328603,"first contact to tackle"
0,52512,"LA",2022100912,402,-0.00157259404659271,"ball_snap to handoff"
0,52512,"LA",2022100912,402,0.155600169673562,"handoff to first contact"
0,52512,"LA",2022100912,402,-0.0343349725008011,"first contact to tackle"
1,47804,"GB",2022101602,402,-0.52957820892334,"ball_snap to handoff"
1,47804,"GB",2022101602,402,0.128788352012634,"handoff to first contact"
1,47804,"GB",2022101602,402,0.0585892200469971,"first contact to tackle"
0,44999,"BAL",2022110700,403,0.00755296647548676,"ball_snap to handoff"
0,44999,"BAL",2022110700,403,-0.057051632553339,"handoff to first contact"
0,44999,"BAL",2022110700,403,0.0410325340926647,"first contact to tackle"
0,47804,"GB",2022103012,413,0.0380765348672867,"ball_snap to handoff"
0,47804,"GB",2022103012,413,0.0690411329269409,"handoff to first contact"
0,47804,"GB",2022103012,413,-0.149400532245636,"first contact to tackle"
0,46669,"HOU",2022092501,417,0.161983802914619,"ball_snap to handoff"
0,46669,"HOU",2022092501,417,0.0532167106866837,"handoff to first contact"
0,46669,"HOU",2022092501,417,-0.184987224638462,"first contact to tackle"
0,54704,"IND",2022103009,420,0.19976595044136,"ball_snap to handoff"
0,54704,"IND",2022103009,420,-0.0664646774530411,"handoff to first contact"
0,54704,"IND",2022103009,420,-0.199683930724859,"first contact to tackle"
0,46080,"PIT",2022102311,427,0.00368776591494679,"ball_snap to handoff"
0,46080,"PIT",2022102311,427,0.0144498902373016,"handoff to first contact"
0,46080,"PIT",2022102311,427,-0.0168685296084732,"first contact to tackle"
1,44925,"CHI",2022100208,431,-0.035181999206543,"ball_snap to handoff"
1,44925,"CHI",2022100208,431,0.234161913394928,"handoff to first contact"
1,44925,"CHI",2022100208,431,-0.346093535423279,"first contact to tackle"
0,52624,"WAS",2022110607,440,0.349469319917262,"ball_snap to handoff"
0,52624,"WAS",2022110607,440,-0.309251811355352,"handoff to first contact"
0,52624,"WAS",2022110607,440,-0.0220025144517422,"first contact to tackle"
0,54562,"DET",2022110603,441,-0.029573380947113,"ball_snap to handoff"
0,54562,"DET",2022110603,441,-0.0173126310110092,"handoff to first contact"
0,54562,"DET",2022110603,441,0.0314442738890648,"first contact to tackle"
1,42543,"SEA",2022100205,443,-0.134882986545563,"ball_snap to handoff"
1,42543,"SEA",2022100205,443,0.0193343162536621,"handoff to first contact"
1,42543,"SEA",2022100205,443,-0.077384352684021,"first contact to tackle"
0,44851,"NO",2022110700,443,0.0415224991738796,"ball_snap to handoff"
0,44851,"NO",2022110700,443,0.335228711366653,"handoff to first contact"
0,44851,"NO",2022110700,443,-0.333560571074486,"first contact to tackle"
0,43533,"DAL",2022091113,444,0.0291706919670105,"ball_snap to handoff"
0,43533,"DAL",2022091113,444,0.0289880856871605,"handoff to first contact"
0,43533,"DAL",2022091113,444,0.0249276980757713,"first contact to tackle"
1,44851,"NO",2022091804,450,-0.441687822341919,"ball_snap to handoff"
1,44851,"NO",2022091804,450,-0.173083692789078,"handoff to first contact"
1,44851,"NO",2022091804,450,0.575254172086716,"first contact to tackle"
0,40017,"NO",2022092500,454,0.11422411352396,"ball_snap to handoff"
0,40017,"NO",2022092500,454,-0.0701406970620155,"handoff to first contact"
0,40017,"NO",2022092500,454,-0.022226519882679,"first contact to tackle"
0,52624,"WAS",2022102306,459,-0.00142459385097027,"ball_snap to handoff"
0,52624,"WAS",2022102306,459,0.0667143948376179,"handoff to first contact"
0,52624,"WAS",2022102306,459,-0.0785614978522062,"first contact to tackle"
